0.000000 0.122623 0.293205 0.208119
0.001000 0.120731 0.294372 0.207481
0.002000 0.118278 0.295586 0.207060
0.003000 0.116003 0.296674 0.206821
0.004000 0.114187 0.297547 0.206767
0.005000 0.112839 0.298189 0.206886
0.006000 0.111865 0.298629 0.207137
0.007000 0.111174 0.298908 0.207464
0.008000 0.110706 0.299063 0.207808
0.009000 0.110426 0.299120 0.208126
0.010000 0.110307 0.299103 0.208391
0.011000 0.110315 0.299033 0.208595
0.012000 0.110415 0.298930 0.208738
0.013000 0.110567 0.298815 0.208828
0.014000 0.110738 0.298704 0.208873
0.015000 0.110904 0.298607 0.208886
0.016000 0.111050 0.298531 0.208875
0.017000 0.111167 0.298476 0.208848
0.018000 0.111254 0.298440 0.208815
0.019000 0.111314 0.298418 0.208779
0.020000 0.111352 0.298408 0.208746
0.021000 0.111371 0.298405 0.208717
0.022000 0.111377 0.298406 0.208693
0.023000 0.111375 0.298411 0.208676
0.024000 0.111367 0.298417 0.208663
0.025000 0.111356 0.298424 0.208655
0.026000 0.111345 0.298430 0.208650
0.027000 0.111334 0.298436 0.208648
0.028000 0.111325 0.298441 0.208648
0.029000 0.111316 0.298445 0.208648
0.030000 0.111309 0.298448 0.208649
0.031000 0.111304 0.298451 0.208650
0.032000 0.111299 0.298453 0.208652
0.033000 0.111295 0.298455 0.208653
0.034000 0.111292 0.298456 0.208653
0.035000 0.111290 0.298456 0.208654
0.036000 0.111288 0.298457 0.208654
0.037000 0.111286 0.298457 0.208654
0.038000 0.111285 0.298457 0.208654
0.039000 0.111284 0.298457 0.208653
0.040000 0.111283 0.298456 0.208653
0.041000 0.111282 0.298456 0.208652
0.042000 0.111281 0.298456 0.208652
0.043000 0.111280 0.298456 0.208651
0.044000 0.111279 0.298455 0.208651
0.045000 0.111278 0.298455 0.208650
0.046000 0.111277 0.298455 0.208650
0.047000 0.111276 0.298455 0.208649
0.048000 0.111275 0.298455 0.208648
0.049000 0.111274 0.298455 0.208648
0.050000 0.111273 0.298455 0.208647
0.051000 0.111272 0.298455 0.208647
0.052000 0.111271 0.298455 0.208646
0.053000 0.111270 0.298455 0.208646
0.054000 0.111269 0.298455 0.208645
0.055000 0.111268 0.298455 0.208645
0.056000 0.111267 0.298455 0.208644
0.057000 0.111266 0.298455 0.208643
0.058000 0.111265 0.298456 0.208643
0.059000 0.111264 0.298456 0.208642
0.060000 0.111263 0.298456 0.208642
0.061000 0.111262 0.298456 0.208641
0.062000 0.111261 0.298456 0.208641
0.063000 0.111260 0.298456 0.208640
0.064000 0.111259 0.298456 0.208640
0.065000 0.111258 0.298456 0.208639
0.066000 0.111257 0.298456 0.208638
0.067000 0.111256 0.298456 0.208638
0.068000 0.111255 0.298456 0.208637
0.069000 0.111254 0.298456 0.208637
0.070000 0.111253 0.298456 0.208636
0.071000 0.111252 0.298456 0.208635
0.072000 0.111251 0.298456 0.208635
0.073000 0.111250 0.298456 0.208634
0.074000 0.111249 0.298456 0.208634
0.075000 0.111248 0.298456 0.208633
0.076000 0.111247 0.298456 0.208632
0.077000 0.111246 0.298456 0.208632
0.078000 0.111245 0.298456 0.208631
0.079000 0.111244 0.298456 0.208630
0.080000 0.111243 0.298455 0.208630
0.081000 0.111242 0.298455 0.208629
0.082000 0.111240 0.298455 0.208628
0.083000 0.111239 0.298455 0.208628
0.084000 0.111238 0.298455 0.208627
0.085000 0.111237 0.298455 0.208626
0.086000 0.111236 0.298455 0.208626
0.087000 0.111235 0.298455 0.208625
0.088000 0.111234 0.298455 0.208624
0.089000 0.111232 0.298455 0.208624
0.090000 0.111231 0.298455 0.208623
0.091000 0.111230 0.298455 0.208622
0.092000 0.111229 0.298455 0.208621
0.093000 0.111227 0.298455 0.208620
