1.533501307586252610e-02 1.481557710757819002e-01 9.198474004616023769e-02 -3.978875000000000000e+04
1.908012748805795050e-02 1.470067624573938858e-01 9.179220534827148281e-02 -3.183100000000000000e+04
2.281721993972234824e-02 1.458506346805584775e-01 9.158771423544767587e-02 -2.387325000000000000e+04
2.654957717318890548e-02 1.446847353841325123e-01 9.137061491046372108e-02 -1.591550000000000000e+04
3.028147873620816444e-02 1.435050232740854026e-01 9.113958413150394233e-02 -7.957750000000000000e+03
3.401903244247393709e-02 1.423049763800742495e-01 9.089214173012036269e-02 0.000000000000000000e+00
3.777200895702439304e-02 1.410731435635088349e-01 9.062354770925691583e-02 7.957750000000000000e+03
4.155877271820720975e-02 1.397864992474384116e-01 9.032377343675453141e-02 1.591550000000000000e+04
4.542505923190243849e-02 1.383850597062466770e-01 8.996594843200333980e-02 2.387325000000000000e+04
4.966309094780520933e-02 1.364762272514740138e-01 8.937185357371101035e-02 3.183100000000000000e+04
7.590912506985937613e-02 1.450124502985896124e-01 1.307919775125224726e-01 3.978875000000000000e+04
